City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
228,Skelleftea,SE,2022-08-10 16:41:04,64.7507,20.9528,73.0,73,100,11.5,overcast clouds
229,Chadan,RU,2022-08-10 16:41:04,51.2833,91.5833,60.58,66,65,3.49,broken clouds
230,Provideniya,RU,2022-08-10 16:41:05,64.3833,-173.3,49.8,90,99,6.08,overcast clouds
231,Pershotravneve,UA,2022-08-10 16:41:06,51.3929,28.8684,65.88,57,83,5.99,broken clouds
232,Nemuro,JP,2022-08-10 16:41:06,43.3236,145.575,66.06,98,98,13.04,overcast clouds
233,Susanville,US,2022-08-10 16:41:07,40.4163,-120.653,75.9,31,0,9.22,clear sky
234,Razdolnoye,RU,2022-08-10 16:41:07,43.55,131.9167,64.81,93,99,3.58,light rain
235,Balabac,PH,2022-08-10 16:41:08,7.9868,117.0645,80.96,77,96,3.29,overcast clouds
236,Shimanovsk,RU,2022-08-10 16:41:08,52.0,127.7,51.44,96,69,3.87,broken clouds
237,Pozo Colorado,PY,2022-08-10 16:41:08,-23.4923,-58.7972,68.43,41,33,5.48,scattered clouds
238,Progreso,MX,2022-08-10 16:41:09,21.2833,-89.6667,87.12,59,17,5.86,few clouds
239,Tomigusuku,JP,2022-08-10 16:41:09,26.185,127.675,83.97,80,40,4.61,haze
240,Paamiut,GL,2022-08-10 16:41:10,61.994,-49.6678,42.98,89,89,15.46,overcast clouds
241,Klaksvik,FO,2022-08-10 16:41:11,62.2266,-6.589,54.52,83,99,26.96,overcast clouds
242,Pangnirtung,CA,2022-08-10 16:41:11,66.1451,-65.7125,46.9,73,62,4.29,broken clouds
243,Rocha,UY,2022-08-10 16:41:11,-34.4833,-54.3333,57.56,56,1,7.16,clear sky
244,Szczecin,PL,2022-08-10 16:41:12,53.4289,14.553,78.3,43,33,10.0,scattered clouds
245,Kenai,US,2022-08-10 16:40:55,60.5544,-151.2583,55.15,93,0,0.0,clear sky
246,Karasburg,NA,2022-08-10 16:41:12,-28.0167,18.75,65.95,20,64,7.96,broken clouds
247,Beloha,MG,2022-08-10 16:41:13,-25.1667,45.05,71.94,48,47,12.28,scattered clouds
248,Ossora,RU,2022-08-10 16:41:13,59.2353,163.0719,54.81,94,100,14.74,light rain
249,Peterborough,GB,2022-08-10 16:40:44,52.5736,-0.2478,87.57,30,22,5.75,few clouds
250,Gidole,ET,2022-08-10 16:41:14,5.65,37.3667,61.54,56,100,3.06,overcast clouds
251,Vaitape,PF,2022-08-10 16:41:14,-16.5167,-151.75,75.45,75,1,4.68,light rain
252,Tolstoy-Yurt,RU,2022-08-10 16:41:15,43.4444,45.7722,82.72,42,0,20.13,clear sky
253,Bowen,AU,2022-08-10 16:41:16,-20.0167,148.2333,67.15,66,63,14.32,broken clouds
254,Garowe,SO,2022-08-10 16:41:16,8.4054,48.4845,84.43,43,99,21.99,overcast clouds
255,Turukhansk,RU,2022-08-10 16:41:17,65.8167,87.9833,46.81,76,17,8.34,few clouds
256,Yuli,NG,2022-08-10 16:41:17,9.6989,10.2744,81.34,78,93,5.7,light rain
257,Erzin,TR,2022-08-10 16:41:18,36.9559,36.2,77.54,82,73,7.63,broken clouds
258,Awbari,LY,2022-08-10 16:41:18,26.5921,12.7805,98.56,13,0,12.88,clear sky
259,Canandaigua,US,2022-08-10 16:41:19,42.8742,-77.288,77.47,84,75,1.81,broken clouds
260,Port Arthur,CN,2022-08-10 16:41:19,38.8,121.2667,70.02,66,14,6.15,few clouds
261,Develi,TR,2022-08-10 16:41:20,38.3906,35.4922,81.75,37,9,3.49,clear sky
262,Lebu,CL,2022-08-10 16:41:20,-37.6167,-73.65,52.29,67,68,5.57,broken clouds
263,Cherskiy,RU,2022-08-10 16:41:21,68.75,161.3,50.4,84,0,4.12,clear sky
264,Lerwick,GB,2022-08-10 16:38:37,60.1545,-1.1494,59.0,90,93,23.69,overcast clouds
265,Soubre,CI,2022-08-10 16:41:22,5.7856,-6.6083,81.05,65,91,5.48,overcast clouds
266,Ribeira Grande,PT,2022-08-10 16:41:23,38.5167,-28.7,75.6,78,40,4.61,scattered clouds
267,Nizhniy Kuranakh,RU,2022-08-10 16:41:24,58.8353,125.4869,54.5,98,100,2.44,light rain
268,Hami,CN,2022-08-10 16:41:01,42.8,93.45,93.88,15,7,14.09,clear sky
269,Ilhabela,BR,2022-08-10 16:38:31,-23.7781,-45.3581,70.09,56,86,14.81,overcast clouds
270,Posse,BR,2022-08-10 16:41:25,-14.0931,-46.3694,89.26,18,29,6.22,scattered clouds
271,Castries,LC,2022-08-10 16:39:10,13.9957,-61.0061,86.13,66,40,10.36,scattered clouds
272,Esso,RU,2022-08-10 16:41:26,55.9333,158.7,50.56,99,100,4.47,overcast clouds
273,Paoua,CF,2022-08-10 16:41:27,7.2427,16.4406,71.71,93,100,2.33,overcast clouds
274,Pangoa,PE,2022-08-10 16:41:27,-12.1167,-73.0,64.71,96,100,0.96,overcast clouds
275,San Rafael,AR,2022-08-10 16:36:32,-34.6177,-68.3301,58.62,29,13,16.42,few clouds
276,Kesova Gora,RU,2022-08-10 16:41:28,57.5836,37.2922,61.02,63,29,3.24,scattered clouds
277,Aykhal,RU,2022-08-10 16:41:28,66.0,111.5,58.08,87,100,8.93,overcast clouds
278,Norman Wells,CA,2022-08-10 16:41:29,65.282,-126.8329,48.11,90,100,9.04,light rain
279,Hilton Head Island,US,2022-08-10 16:36:56,32.2163,-80.7526,91.99,72,20,6.91,few clouds
280,Saint-Remi,CA,2022-08-10 16:41:30,45.2668,-73.6159,74.73,77,100,4.03,overcast clouds
281,Flinders,AU,2022-08-10 16:41:30,-34.5833,150.8552,53.38,84,97,1.99,overcast clouds
282,Altay,CN,2022-08-10 16:41:31,47.8667,88.1167,72.43,38,100,0.76,overcast clouds
283,Aklavik,CA,2022-08-10 16:41:31,68.2191,-135.0107,48.31,65,87,10.56,overcast clouds
284,Buin,CL,2022-08-10 16:41:32,-33.7333,-70.75,72.43,36,5,5.44,clear sky
285,Kez,RU,2022-08-10 16:41:33,57.8979,53.7152,61.7,97,90,2.68,overcast clouds
286,Vuktyl,RU,2022-08-10 16:41:34,63.8567,57.3094,62.31,44,98,8.9,overcast clouds
287,Sucua,EC,2022-08-10 16:41:35,-2.4667,-78.1667,77.74,73,75,4.61,light rain
288,Beroroha,MG,2022-08-10 16:41:35,-21.6667,45.1667,71.51,48,6,15.97,clear sky
289,Zapolyarnyy,RU,2022-08-10 16:41:36,69.4154,30.8136,60.08,93,100,17.98,overcast clouds
290,Saurimo,AO,2022-08-10 16:41:36,-9.6608,20.3916,76.87,16,16,3.02,few clouds
291,Inhambane,MZ,2022-08-10 16:41:37,-23.865,35.3833,75.18,73,20,4.61,few clouds
292,Ranong,TH,2022-08-10 16:41:38,9.9658,98.6348,78.8,87,100,10.69,overcast clouds
293,Dwarka,IN,2022-08-10 16:41:39,22.2394,68.9678,83.48,84,90,9.89,overcast clouds
294,Daru,PG,2022-08-10 16:41:39,-9.0763,143.2092,75.79,87,100,16.78,overcast clouds
295,Young,UY,2022-08-10 16:41:40,-32.6833,-57.6333,57.34,50,38,7.0,scattered clouds
296,Tasiilaq,GL,2022-08-10 16:41:40,65.6145,-37.6368,42.96,74,23,1.36,few clouds
297,Yar-Sale,RU,2022-08-10 16:41:41,66.8333,70.8333,50.97,72,88,2.44,overcast clouds
298,Leningradskiy,RU,2022-08-10 16:41:41,69.3833,178.4167,41.41,93,84,5.7,broken clouds
299,Porosozero,RU,2022-08-10 16:41:42,62.7191,32.727,62.47,61,67,5.32,broken clouds
300,Hearst,CA,2022-08-10 16:41:43,49.6835,-83.6665,58.73,86,35,11.1,scattered clouds
301,Dingle,PH,2022-08-10 16:37:07,10.9995,122.6711,75.51,92,100,2.59,overcast clouds
302,Nanortalik,GL,2022-08-10 16:41:44,60.1432,-45.2371,45.43,76,69,8.41,broken clouds
303,Dolores,AR,2022-08-10 16:41:44,-36.3132,-57.6792,56.25,50,72,9.4,broken clouds
304,Guerrero Negro,MX,2022-08-10 16:41:45,27.9769,-114.0611,81.97,53,73,10.38,broken clouds
305,Dzilam Gonzalez,MX,2022-08-10 16:41:45,21.2833,-88.9333,89.94,51,22,5.17,few clouds
306,Margate,GB,2022-08-10 16:41:46,51.3813,1.3862,79.9,74,33,5.99,scattered clouds
307,Pindi Gheb,PK,2022-08-10 16:41:46,33.2402,72.2661,98.87,38,0,6.44,clear sky
308,Saint George,US,2022-08-10 16:37:55,37.1041,-113.5841,87.44,47,0,4.61,clear sky
309,Vardo,NO,2022-08-10 16:38:36,70.3705,31.1107,58.98,88,75,12.66,broken clouds
310,Astana,KZ,2022-08-10 16:41:16,51.1801,71.446,64.35,77,40,11.18,scattered clouds
311,Kibala,TD,2022-08-10 16:41:47,9.1104,18.3463,84.15,70,20,6.91,few clouds
312,Mitsamiouli,KM,2022-08-10 16:39:53,-11.3847,43.2844,76.55,73,5,8.99,clear sky
313,Mirante Do Paranapanema,BR,2022-08-10 16:41:48,-22.2919,-51.9064,55.69,64,93,14.2,overcast clouds
314,Kyzyl-Suu,KG,2022-08-10 16:41:49,42.3414,78.0056,60.84,70,5,4.03,clear sky
315,Goderich,CA,2022-08-10 16:41:49,43.7501,-81.7165,70.92,64,0,9.26,clear sky
316,Mokhsogollokh,RU,2022-08-10 16:41:50,61.4681,128.9203,58.57,98,100,2.62,light rain
317,San Patricio,US,2022-08-10 16:41:51,28.017,-97.5169,94.06,43,4,4.79,clear sky
318,Pangody,RU,2022-08-10 16:41:51,65.85,74.4859,50.67,71,51,7.23,broken clouds
319,Valdosta,US,2022-08-10 16:39:38,30.8327,-83.2785,90.7,68,20,5.75,few clouds
320,Sabang,ID,2022-08-10 16:41:52,5.8933,95.3214,82.62,75,89,16.73,overcast clouds
321,New Iberia,US,2022-08-10 16:41:52,30.0035,-91.8187,93.97,49,0,5.75,clear sky
322,Ballina,AU,2022-08-10 16:41:53,-28.8667,153.5667,51.01,98,94,6.06,overcast clouds
323,Geraldton,AU,2022-08-10 16:41:53,-28.7667,114.6,45.01,93,11,6.91,few clouds
324,Tessalit,ML,2022-08-10 16:41:54,20.1986,1.0114,103.89,16,9,5.17,clear sky
325,Zyryanovsk,KZ,2022-08-10 16:41:54,49.7386,84.2719,66.74,56,96,3.33,overcast clouds
326,Nakamura,JP,2022-08-10 16:41:55,32.9833,132.9333,77.32,96,97,1.72,light rain
327,Port Moresby,PG,2022-08-10 16:41:55,-9.4431,147.1797,76.42,78,20,9.22,few clouds
328,Saquarema,BR,2022-08-10 16:41:56,-22.92,-42.5103,73.44,69,100,6.58,light rain
329,Sisimiut,GL,2022-08-10 16:41:56,66.9395,-53.6735,44.89,77,95,6.38,overcast clouds
330,Portland,US,2022-08-10 16:41:12,45.5234,-122.6762,67.6,78,100,6.91,overcast clouds
331,Desert Hot Springs,US,2022-08-10 16:39:06,33.9611,-116.5017,95.32,32,0,0.0,clear sky
332,Haines Junction,CA,2022-08-10 16:41:57,60.7522,-137.5108,47.28,93,100,2.44,light rain
333,Yanam,IN,2022-08-10 16:41:58,16.7333,82.2167,79.66,78,100,5.08,light rain
334,Broome,US,2022-08-10 16:41:59,42.2506,-75.833,75.47,64,100,6.91,overcast clouds
335,Iqaluit,CA,2022-08-10 16:41:59,63.7506,-68.5145,54.7,66,3,10.0,clear sky
336,Camacari,BR,2022-08-10 16:41:05,-12.6975,-38.3242,78.57,49,1,6.71,clear sky
337,Tezu,IN,2022-08-10 16:42:00,27.9167,96.1667,79.47,85,47,2.57,scattered clouds
338,Dongsheng,CN,2022-08-10 16:42:00,39.8161,109.9776,67.35,88,4,3.83,clear sky
339,Coahuayana,MX,2022-08-10 16:42:01,18.7333,-103.6833,91.08,55,77,1.79,broken clouds
340,Sao Goncalo Do Sapucai,BR,2022-08-10 16:41:29,-21.8922,-45.5953,56.98,80,100,10.04,overcast clouds
341,Beidao,CN,2022-08-10 16:42:02,34.5686,105.8933,74.8,78,99,6.73,overcast clouds
342,Ulagan,RU,2022-08-10 16:42:02,50.6321,87.9563,54.81,82,58,1.57,broken clouds
343,Zmiyiv,UA,2022-08-10 16:42:04,49.6966,36.3611,82.71,35,100,14.5,overcast clouds
344,Luderitz,NA,2022-08-10 16:42:04,-26.6481,15.1594,59.22,72,46,11.07,scattered clouds
345,Adrar,MR,2022-08-10 16:42:05,20.5022,-10.0711,108.18,8,15,11.23,few clouds
346,Pochutla,MX,2022-08-10 16:42:05,15.7432,-96.4661,90.82,49,34,5.35,scattered clouds
347,Thornbury,GB,2022-08-10 16:42:06,52.2333,-2.55,89.06,29,9,5.77,clear sky
348,Samana,DO,2022-08-10 16:42:07,19.2056,-69.3369,84.42,79,40,6.91,scattered clouds
349,Valparaiso,CL,2022-08-10 16:42:08,-33.0393,-71.6273,59.23,90,75,9.22,broken clouds
350,Maarianhamina,AX,2022-08-10 16:42:09,60.0973,19.9348,67.86,77,0,11.5,clear sky
351,Trinidad,BO,2022-08-10 16:42:09,-14.8333,-64.9,71.58,40,5,18.41,clear sky
352,Maldonado,UY,2022-08-10 16:42:10,-34.6667,-54.9167,56.59,57,0,5.93,clear sky
353,Barrow,US,2022-08-10 16:41:55,71.2906,-156.7887,44.62,87,100,12.66,overcast clouds
354,Kununurra,AU,2022-08-10 16:41:42,-15.7667,128.7333,64.38,72,8,0.0,clear sky
355,Barra Dos Coqueiros,BR,2022-08-10 16:42:11,-10.9089,-37.0386,82.42,61,20,9.22,few clouds
356,Kaoma,ZM,2022-08-10 16:42:11,-14.7833,24.8,68.88,16,0,6.2,clear sky
357,Kirillov,RU,2022-08-10 16:42:11,59.863,38.3813,57.96,70,53,3.76,broken clouds
358,Grand-Santi,GF,2022-08-10 16:42:12,4.25,-54.3833,94.73,38,55,3.22,broken clouds
359,Anchorage,US,2022-08-10 16:42:12,61.2181,-149.9003,50.65,92,100,6.91,fog
360,Havoysund,NO,2022-08-10 16:42:13,70.9963,24.6622,59.23,91,100,4.12,light rain
361,Nur,PL,2022-08-10 16:42:14,52.6683,22.3221,67.75,63,38,8.21,scattered clouds
362,Alice Springs,AU,2022-08-10 16:42:14,-23.7,133.8833,60.35,51,100,10.36,overcast clouds
363,Huejuquilla El Alto,MX,2022-08-10 16:42:15,22.6,-103.8667,75.87,42,17,3.33,few clouds
364,Ende,ID,2022-08-10 16:42:16,-8.8432,121.6623,75.79,87,86,3.4,overcast clouds
365,Atikokan,CA,2022-08-10 16:42:16,48.7555,-91.6216,72.09,37,2,10.8,clear sky
366,Dhidhdhoo,MV,2022-08-10 16:42:17,6.8833,73.1,81.36,85,19,12.48,few clouds
367,Luanda,AO,2022-08-10 16:38:02,-8.8368,13.2343,68.7,84,3,16.51,clear sky
368,Marmande,FR,2022-08-10 16:42:17,44.5,0.1667,100.6,20,0,7.72,clear sky
369,Vanavara,RU,2022-08-10 16:42:18,60.34,102.2797,55.18,91,69,1.83,broken clouds
370,Dinar,TR,2022-08-10 16:42:18,38.065,30.1656,69.76,73,93,5.06,light rain
371,Dolinsk,RU,2022-08-10 16:42:19,47.35,142.8,61.5,88,1,8.81,clear sky
372,Ust-Omchug,RU,2022-08-10 16:42:20,61.15,149.6333,52.95,95,100,2.57,light rain
373,Prieska,ZA,2022-08-10 16:42:20,-29.6641,22.7474,65.73,17,77,6.58,broken clouds
374,Lorengau,PG,2022-08-10 16:42:21,-2.0226,147.2712,79.88,81,100,5.95,overcast clouds
375,Karasuk,RU,2022-08-10 16:42:21,53.7377,78.0403,65.82,63,94,8.03,overcast clouds
376,Sitka,US,2022-08-10 16:42:22,57.0531,-135.33,55.29,82,100,3.44,overcast clouds
377,Mahesana,IN,2022-08-10 16:42:22,23.6,72.4,81.18,88,100,5.5,overcast clouds
378,Shetpe,KZ,2022-08-10 16:42:23,44.1667,52.1167,88.63,19,0,9.6,clear sky
379,Sidrolandia,BR,2022-08-10 16:42:23,-20.9319,-54.9614,61.05,51,9,8.48,clear sky
380,Monroe,US,2022-08-10 16:42:24,43.1501,-77.6831,78.1,62,75,3.44,broken clouds
381,Tongren,CN,2022-08-10 16:42:25,27.7172,109.1853,79.88,77,100,1.34,overcast clouds
382,Hargeysa,SO,2022-08-10 16:42:25,9.56,44.065,73.4,47,98,24.96,overcast clouds
383,Chicama,PE,2022-08-10 16:42:26,-7.8447,-79.1469,61.34,62,58,10.07,broken clouds
384,Vanino,RU,2022-08-10 16:42:26,49.0869,140.2543,58.55,91,100,3.83,moderate rain
385,Port Lincoln,AU,2022-08-10 16:42:27,-34.7333,135.8667,52.12,77,85,20.15,overcast clouds
386,Tairua,NZ,2022-08-10 16:42:28,-37.0167,175.85,50.09,83,99,6.93,overcast clouds
387,Port-Gentil,GA,2022-08-10 16:42:28,-0.7193,8.7815,76.96,78,100,13.8,overcast clouds
388,Mnogovershinnyy,RU,2022-08-10 16:42:29,53.9353,139.9242,47.88,97,87,3.44,overcast clouds
389,Kamwenge,UG,2022-08-10 16:42:30,0.1866,30.4539,75.81,45,100,0.51,overcast clouds
390,Anadyr,RU,2022-08-10 16:42:30,64.75,177.4833,59.5,76,0,2.24,clear sky
391,Atambua,ID,2022-08-10 16:42:31,-9.1061,124.8925,70.16,83,53,4.43,broken clouds
392,Laredo,US,2022-08-10 16:42:32,27.5064,-99.5075,89.89,55,0,9.22,clear sky
393,Marystown,CA,2022-08-10 16:42:04,47.1666,-55.1483,62.85,100,100,8.99,overcast clouds
394,Deputatskiy,RU,2022-08-10 16:42:33,69.3,139.9,48.94,82,0,0.94,clear sky
395,Sola,VU,2022-08-10 16:42:33,-13.8833,167.55,79.21,80,30,20.67,moderate rain
396,Kizner,RU,2022-08-10 16:42:34,56.2749,51.508,66.63,89,30,6.67,scattered clouds
397,San Felipe,VE,2022-08-10 16:42:35,10.3399,-68.7425,79.48,82,95,8.08,light rain
398,Boa Vista,BR,2022-08-10 16:42:13,2.8197,-60.6733,91.38,49,40,8.05,scattered clouds
399,Caravelas,BR,2022-08-10 16:42:35,-17.7125,-39.2481,79.16,58,6,14.74,clear sky
400,Guia Lopes Da Laguna,BR,2022-08-10 16:42:36,-21.4578,-56.1142,64.47,47,46,8.05,scattered clouds
401,Huainan,CN,2022-08-10 16:42:36,32.6264,116.9969,83.08,78,94,4.21,overcast clouds
402,Touros,BR,2022-08-10 16:42:37,-5.1989,-35.4608,83.08,53,6,15.46,clear sky
403,Santa Maria,BR,2022-08-10 16:42:37,-29.6842,-53.8069,58.3,63,75,8.05,broken clouds
404,General Roca,AR,2022-08-10 16:42:38,-39.0333,-67.5833,54.95,42,4,4.54,clear sky
405,Oranjestad,AW,2022-08-10 16:42:38,12.524,-70.027,87.75,70,20,21.85,few clouds
406,Mecca,SA,2022-08-10 16:39:58,21.4267,39.8261,93.33,46,59,8.95,broken clouds
407,Lowicz,PL,2022-08-10 16:42:39,52.1071,19.9453,68.61,57,48,5.68,scattered clouds
408,Gavle,SE,2022-08-10 16:42:40,60.6745,17.1417,78.39,54,100,1.99,overcast clouds
409,Rio Gallegos,AR,2022-08-10 16:42:40,-51.6226,-69.2181,43.61,75,79,10.49,broken clouds
410,Dunedin,NZ,2022-08-10 16:42:41,-45.8742,170.5036,41.81,76,98,3.0,overcast clouds
411,Leshan,CN,2022-08-10 16:42:42,29.5623,103.7639,77.52,93,97,3.29,overcast clouds
412,Tyumentsevo,RU,2022-08-10 16:42:42,53.3224,81.498,65.5,70,100,3.83,overcast clouds
413,Labuhan,ID,2022-08-10 16:41:08,-6.8844,112.2051,77.94,85,48,7.92,scattered clouds
414,Orocue,CO,2022-08-10 16:42:44,4.7912,-71.3354,84.16,67,93,7.27,overcast clouds
415,Bintulu,MY,2022-08-10 16:42:44,3.1667,113.0333,77.41,88,20,3.44,few clouds
416,Pundaguitan,PH,2022-08-10 16:42:45,6.3711,126.1689,82.38,71,15,1.54,few clouds
417,Keetmanshoop,NA,2022-08-10 16:42:45,-26.5833,18.1333,71.82,11,36,8.16,scattered clouds
418,Auki,SB,2022-08-10 16:42:45,-8.7676,160.7034,75.27,88,79,3.51,broken clouds
419,Mwense,ZM,2022-08-10 16:42:46,-10.3845,28.698,73.02,23,67,5.91,broken clouds
420,Kilimatinde,TZ,2022-08-10 16:42:47,-5.85,34.95,73.54,35,13,4.38,few clouds
421,Mount Gambier,AU,2022-08-10 16:42:47,-37.8333,140.7667,48.11,93,75,13.8,moderate rain
422,Dedougou,BF,2022-08-10 16:41:37,12.4667,-3.4667,86.29,62,73,3.27,broken clouds
423,Taoudenni,ML,2022-08-10 16:42:48,22.6783,-3.9836,113.27,10,28,11.14,scattered clouds
424,Taman,RU,2022-08-10 16:42:49,45.2117,36.7161,80.29,69,37,11.52,scattered clouds
425,Balkanabat,TM,2022-08-10 16:42:49,39.5108,54.3671,91.53,25,32,4.23,scattered clouds
426,Raudeberg,NO,2022-08-10 16:42:50,61.9875,5.1352,61.95,81,100,36.46,overcast clouds
427,Narasannapeta,IN,2022-08-10 16:42:50,18.4167,84.05,79.68,84,100,8.28,light rain
428,Talnakh,RU,2022-08-10 16:42:51,69.4865,88.3972,49.21,87,100,5.93,overcast clouds
429,Iquitos,PE,2022-08-10 16:42:51,-3.7481,-73.2472,82.44,78,75,3.44,broken clouds
430,Belmonte,BR,2022-08-10 16:42:52,-15.8631,-38.8828,78.12,60,2,12.48,clear sky
431,Skibbereen,IE,2022-08-10 16:42:52,51.55,-9.2667,73.11,61,0,3.09,clear sky
432,Vanimo,PG,2022-08-10 16:42:53,-2.6741,141.3028,76.6,91,94,5.14,overcast clouds
433,Dakar,SN,2022-08-10 16:39:25,14.6937,-17.4441,88.68,74,75,9.22,broken clouds
434,Aden,YE,2022-08-10 16:42:53,12.7794,45.0367,86.56,69,74,18.88,broken clouds
435,Maragogi,BR,2022-08-10 16:42:54,-9.0122,-35.2225,79.21,64,4,6.49,clear sky
436,Blagoyevo,RU,2022-08-10 16:42:54,63.3667,47.9167,57.61,79,100,3.83,overcast clouds
437,Wanning,CN,2022-08-10 16:42:55,18.8003,110.3967,81.3,85,100,15.26,overcast clouds
438,Haimen,CN,2022-08-10 16:42:56,23.1935,116.6142,76.89,87,45,6.69,scattered clouds
439,Saldanha,ZA,2022-08-10 16:42:56,-33.0117,17.9442,59.05,92,100,3.22,overcast clouds
440,Narsaq,GL,2022-08-10 16:42:57,60.9167,-46.05,53.82,56,100,4.74,overcast clouds
441,Northam,GB,2022-08-10 16:42:58,51.0333,-4.2167,81.66,36,6,11.95,clear sky
442,Kifri,IQ,2022-08-10 16:42:58,34.6959,44.9661,101.08,15,0,18.84,clear sky
443,Jacareacanga,BR,2022-08-10 16:42:59,-6.2222,-57.7528,98.35,30,5,3.87,clear sky
444,Pafos,CY,2022-08-10 16:39:25,34.7667,32.4167,83.98,70,40,11.5,scattered clouds
445,Poya,NC,2022-08-10 16:42:59,-21.35,165.15,62.53,63,44,8.61,scattered clouds
446,El Tigre,VE,2022-08-10 16:43:00,8.8875,-64.2454,86.58,56,72,6.4,broken clouds
447,Port Macquarie,AU,2022-08-10 16:43:00,-31.4333,152.9167,45.9,80,89,4.65,overcast clouds
448,Beringovskiy,RU,2022-08-10 16:43:01,63.05,179.3167,51.28,90,51,10.58,broken clouds
449,Raga,SS,2022-08-10 16:43:02,8.4596,25.678,72.91,94,96,3.51,light rain
450,The Valley,AI,2022-08-10 16:43:02,18.217,-63.0578,89.46,70,20,12.66,few clouds
451,Luqiao,CN,2022-08-10 16:43:03,28.5808,121.3772,79.16,92,99,5.91,overcast clouds
452,Shubarkuduk,KZ,2022-08-10 16:43:03,49.1447,56.4872,79.81,31,65,8.34,broken clouds
453,Saint-Pierre,RE,2022-08-10 16:43:03,-21.3393,55.4781,67.91,68,0,20.71,clear sky
454,Chara,RU,2022-08-10 16:43:04,56.9064,118.2631,53.19,88,100,0.81,overcast clouds
455,Casablanca,MA,2022-08-10 16:43:04,33.5928,-7.6192,82.62,61,0,4.61,clear sky
456,Nabire,ID,2022-08-10 16:43:05,-3.3667,135.4833,74.84,90,69,3.24,broken clouds
